"Sample_Index","Sample_Name","g_b_ssc","g_b_fl1","g_v_ssc","g_v_fl1","g_hna_ssc","g_hna_fl1","g_lna_ssc","g_lna_fl1","g_v1_ssc","g_v1_fl1","g_v2_ssc","g_v2_fl1","g_v3_ssc","g_v3_fl1"
1,"vi201123.001",
